kod	nazev
69977	Vyrobky ze zinku, j.n.
69978	Vyrobky z cinu, j.n.
69979	Vyrobky z hliniku, j.n.
6998	Polotovary a výrobky z kobaltu,kadmia,titanu,zirkonu
69981	Kobalt, tvareny, vyrobky, j.n.
69983	Kadmium, tvarene, vyrobky, j.n.
69985	Titan, tvareny, vyrobky, j.n.
69987	Zirkon, tvareny, vyrobky, j.n.
6999	Polotovary a výrobky z wolframu, molybdenu, tantalu
69991	Wolfram, tvareny, vyrobky, j.n.
69992	Molybden, tvareny, vyrobky, j.n.
69993	Tantal, tvareny, vyrobky, j.n.
69994	Horcik, tvareny, vyrobky, j.n.
69995	Berylium
69999	Zakladni kovy, tvarene, j.n., vyrobky, j.n.
7	Stroje a dopravní prostředky
71	Stroje a zařízení k výrobě energie
711	Kotle na výrobu páry z vody a jiných látek, díly
7111	Kotle na výrobu páry
71111	Kotle na vyrobu pary z vody a jinych latek
71112	Kotle na prehratou vodu
7112	Pomocné příslušenství u kotlů, ohříváky, kondenzátory
71121	Pomocne prisl. kotlu na vyrobu pary, teles ust.topeni
71122	Kondenzatory pro parni stroje, jine hnaci ustroji
7119	Díly pro kotle a pomocné příslušenství z 7111 a 7112
71191	Dily pro kotle na vyrobu pary z vody a jinych latek
71192	Dily pro prislusenstvi kotlu, kondenzatoru, ustroji
712	Turbíny na páru z vody a jiných látek a díly jn.
7121	Turbíny na páru z vody a jiných látek
71211	Turbiny na paru z vody a jinych latek k pohonu lodi
71219	Turbiny na paru z vody a jinych latek ostatni
7128	Díly k turbínám
713	Motory pístové s vnitřním spalováním a díly jn.
7131	Pístové motory s vnitřním spalováním pro letadla
71311	Pistove motory zazehove vratne, rotacni pro letadla
71319	Dily, j.n., leteckych motoru
7132	Pístové motory s vnitřním spalováním pro vozidla
71321	Vratne pistove motory s obsahem valcu do 1000 cm3
71322	Vratne pistove motory s obsahem valcu nad 1000 cm3
71323	Vznetove motory (dieslove, s zarovou hlavou)
7133	Pístové motory s vnitřním spalováním, pro pohon lodí
71331	Privesne motory
71332	Ostatni zazehove motory vratne, rotacni
71333	Vznetove motory (dieslove, se zarovou hlavou)
7138	Pístové motory s vnitřním spalováním, j.n.
71381	Ostatni zazehove vratne, rotacni pistove motory
71382	Ostatni vznetove motory s vnitrnim spalovanim
7139	Díly pro pístové motory s vnitřním spalováním
71391	Dily pro zazehove pistove motory s vnitr. spalovanim
71392	Dily pro vznetove pistove motory s vnitr. spalovanim
714	Stroje, motory neelektrické (ne turbíny, motory píst.)
7144	Reaktivní motory
71441	Proudove motory
71449	Jine nez proudove motory
7148	Plynové turbíny, j.n.
71481	Turbovrtulove pohony
71489	Ostatni plynove turbiny
7149	Díly proudových motorů, plynových turbín
71491	Dily pro proudove, turbovrtulove motory
71499	Dily pro ostatni plynove turbiny
716	Stroje točivé elektrické a jejich díly jn.
7161	Elektrické stroje s výkonem do 37,5 W
7162	Stejnosměrné motory a generátory
7163	Motory, generátory na střídavý proud, soustrojí ap.
71631	Motory na stridavy proud
71632	Generatory na stridavy proud
7164	Elektrické rotační měniče
7165	Generátorová soustrojí
71651	Elektricka generatorova soustroji s pistovymi motory
71652	Ostatni generatorova soustroji
7169	Díly, j.n.,vhodné pro stroje spadající do skupiny 716
718	Zařízení ostatní k výrobě elektrického proudu a díly
7181	Vodní turbíny a vodní kola a jejich díly
71811	Vodni turbiny, vodni kola
71819	Dily, vc. regulatoru, k vodnim turbinam, kolum
7187	Jaderné reaktory a jejich díly; palivové články, tyče
71871	Jaderne reaktory
71877	Palivove clanky, tyce, neozarene
71878	Dily jadernych reaktoru
7189	Stroje a motory, j.n.,spadající do skupiny 7144
71891	Linearni hydraulicke stroje a motory
71892	Linearni pneumaticke stroje, motory (valcove)
71893	Ostatni stroje, motory j.n.
71899	Dily pro proudove motory, linearni stroje hydraulicke
72	Strojní zařízení pro určitá odvětví průmyslu
721	Stroje zemědělské (ne traktory) a jejich díly
7211	Zemědělské, zahradnické a lesnické stroje
72111	Pluhy
72112	Stroje seci, sazeci, presazovaci, rozmetadla hnojiv
72113	Skarifikatory, plecky, kypridla, stroje okopavaci aj.
72118	Ostatni zemedelske, zahradnicke a lesnicke stroje
72119	Dily pro zemedelske, zahradnicke a lesnicke stroje
7212	Žací stroje a mlátičky
72121	Zaci stroje na travniky, pro parky, sportovni hriste
72122	Kombajny (zaci, mlatici)
72123	Ostatni zaci, mlatici stroje
72126	Stroje na cisteni, trideni vajec, ovoce aj. produktu
72127	Stroje na cisteni, trideni semen, obili, lustenin
72129	Dily zacich stroju, mlaticek, stroju na trideni ap.
7213	Dojící a mlékárenské stroje a jejich díly
72131	Strojni dojicky
72138	Mlekarenske stroje
72139	Dily dojicich, mlekarenskych stroju
7219	Zeměd.,zahrad.,lesnické,drůbež.,včelař.stroje a jiné
72191	Lisy, drtice ap. k vyrobe vina, mostu, stav apod.
72195	Drubeznicke stroje, inkubatory, lihne
72196	Ost. zemed., zahrad., lesnicke nebo vcelarske stroje
72198	Dily lisu, drticu ap. k vyrobe vina, mostu, stav aj.
72199	Dily stroju drubeznickych, zemedelskych, lesnickych
722	Traktory
7223	Pásové traktory
7224	Kolové traktory
72241	Traktory rizene za chuze
72249	Ostatni kolove traktory
723	Stroje, zaříz. pro stavebnictví, stavební inženýrství
7231	Buldozery, shrnovače, grejdry a rovnací stroje
72311	Buldozery, bocni shrnovace
72312	Grejdry, rovnaci stroje
7232	Mechanické lopaty, rypadla a lopatové nakladáče
72321	Celni lopatove nakladace
72322	Mechanicke lopaty, rypadla, lopatove nakladace
72329	Ostatni mechanicke lopaty aj. s vlastnim pohonem
7233	Přemisťovací, srovnávací, vrtné apod.stroje na zem
72331	Skrejpry
72333	Pechovaci stroje, silnicni valce
72335	Brazdici, razici stroje pro uhelne doly, lomy
72337	Ostatni vrtna, hloubici zarizeni
72339	Ost. rypaci, rovnaci aj. stroje s vlastnim pohonem
7234	Stavební a důlní stroje, j.n.
72341	Beranidla, vytahovace pilot
72342	Snehove pluhy, frezy
72343	Brazdici, razici stroje pro doly, lomy bez vl. pohonu
72344	Ostatni vrtna, hloubici zarizeni, bez vl. pohonu
72345	Pechovaci, zhutnovaci stroje, bez vlastniho pohonu
72347	Ost. rypaci, rovnaci aj. stroje bez vlastniho pohonu
72348	Stroje pro verejne prace, stavby apod., j.n.
7239	Díly, j.n. ke strojům skupin 723 a 7443
72391	Korecky, lopaty, drapaky, upinadla
72392	Buldozery, bocni shrnovace
72393	Dily ostatnich vrtnych, hloubicich stroju, zarizeni
72399	Ost. dily stroju stavebniho inzenyrstvi, stavebnictvi
724	Stroje textilní a kožedělné a jejich díly jn.
7243	Šicí stroje
72433	Sici stroje pro domacnosti
72435	Ostatni sici stroje
72439	Jehly, nabytek, kryty, spodky k sicim strojum, dily
7244	Stroje k úpravě textilních vláken, spřádací apod.
72441	Stroje k protlacovani, tazeni apod.umelych text.mat.
72442	Stroje k uprave textilnich vlaken
72443	Spradaci, zdvojovaci nebo skaci textilni stroje
72449	Dily ke strojum pro upravu tex.vlaken, spradacim apod
7245	Stroje tkalcovské, pletací, prošívací apod.
72451	Tkalcovske stroje (stavy)
72452	Pletaci a prosivaci stroje
72453	Stroje k vyrobe krajky, tylu ap., k vsivani vlasu
72454	Stroje k uprave textilni prize
72455	Stroje k vyrobe, dokoncovani plsti, netkaneho textilu
7246	Pomocné textilní stroje, díly a příslušenství
72461	Pom. stroje k strojum k uprave tex. vlaken, stavu ap.
72467	Dily, prislusenstvi tkalcovskych stroju
72468	Dily, prislus. stroju pletacich, k vyrobe krajky ap.
7247	Stroje k praní, čištění, ždímání, sušení, žehlení
72471	Pracky pro domacnost a pradelny, nad 10 kg pradla
72472	Stroje na chemicke cisteni
72473	Stroje k suseni, nad 10 kg sucheho pradla
72474	Stroje k prani, cisteni, mandlovani, barveni apod.
7248	Stroje k úpravě, činění a dalšímu zpracovaní kůží
72481	Stroje k uprave, cineni aj. zpracovani usni, kuze ap.
72483	Stroje k vyrobe, opravovani obuvi
72485	Stroje k vyrobe, opravovani vyrobku z usni, kuze ap.
72488	Dily pro stroje k uprave, cineni ap. kuze, kozek ap.
7249	Díly pro stroje k praní, čištění apod.
72491	Dily pro pracky pro domacnost, pradelny
72492	Dily pro stroje na chemicke cisteni, suseni, prani
725	Stroje pro papírny, celulózky, k řezání papíru ap.
7251	Stroje k výrobě buničiny z celulózové vlákniny
72511	Stroje k vyrobe buniciny z celulozove vlakniny
72512	Stroje k vyrobe nebo dokoncovani papiru nebo lepenky
7252	Ost. stroje k výrobě buničiny, papíru nebo lepenky
72521	Rezacky
72523	Stroje k vyrobe pytlu, sacku, obalek
72525	Stroje k vyrobe kartonu, krabic, beden, trubic, bubnu
72527	Stroje k tvarovani vyrobku z buniciny, papiru ap.
72529	Ostatni stroje k vyrobe buniciny, papiru, lepenky
7259	Díly ke strojům pro papírny a celulózky
72591	Dily stroju k vyrobe buniciny z celulozove vlakniny
72599	Dily ost. stroju k vyrobe buniciny, papiru, lepenky
726	Stroje tiskařské a knihařské a jejich díly
7263	Stroje pro lití, sázeni, zhotovování forem, štočků
72631	Stroje, zarizeni pro liti, sazeni aj. forem, stocku
72635	Tiskarska sazba, formy, stocky, valce aj. komponenty
7265	Stroje pro ofsetový tisk
72651	Navijeni roli (u stroju pro ofsetovy tisk)
72655	Podavace archu kancelarskeho typu
72659	Ostatni stroje pro ofsetovy tisk
7266	Ostatní tiskařské stroje
72661	Knihtiskarske stroje (ne flexograficky tisk)
72663	Stroje pro flexograficky tisk
72665	Stroje pro hlubotisk
72669	Ostatní tiskařské stroje, j.n.
7268	Knihvazačské stroje (vč. šiček knih), díly
72681	Knihvazacske stroje (vc. sicek)
72689	Dily pro knihvazacske stroje
7269	Díly k tiskařským strojům
72691	Dily pro stroje pro liti, sazeni aj. forem, stocku
72699	Dily pro stroje ost. tiskarske a pro ofsetovy tisk
727	Stroje potravinářské (užívané jen průmyslově)
7271	Stroje pro mlynářský průmysl a ke zpracovaní obilnin
72711	Stroje uzivane v mlynarskem prumyslu
72719	Dily stroju mlynarskeho prum., na cisteni ap. obili
7272	Ostatní potravinářské stroje a jejich díly, j.n.
72721	Stroje k extrakci, uprave tuku, oleju
72722	Stroje, j.n. k priprave a vyrobe potravin ci napoju
72729	Dily potravinarskych stroju
728	Stroje, zaříz. ost. pro určitá odvětví průmyslu, díly
7281	Obráběcí stroje zvláštního provedení
72811	Obrabeci stroje k opracovani kamene, betonu, skla ap.
72812	Obrabeci stroje na drevo, korek, kosti, kaucuk apod.
72819	Dily k obrabecim strojum pro urcita prumysl. odvetvi
7282	Stroje,přístroje pro výrobu polov.destiček,součástek,el.integr.obvodů,plochých displejů;součásti
72821	Stroje,přístroje pro výrobu polov.destiček,součástek,el.integr.obvodů,plochých displejů
72822	Stroje,přístroje pro výrobu,opravu,montáž,nakládání s polov.součástkami,el.integr.obvody apod.
72829	Součásti strojů,přístrojů pro výrobu polov.destiček,součástek,el.integr.obvodů,plochých displejů
7283	Stroje k třídění, prosévání, oddělování zeminy, apod.
72831	Stroje k trideni, prosevani, prani zeminy, rud aj.
72832	Stroje k drceni zeminy, kamene, rud aj. latek
72833	Stroje k miseni, hneteni zeminy, kamene, rud aj.
72834	Stroje k aglomeraci, lisovani, tvarovani
72839	Dily stroju na trideni, prosevani ap. zeminy, rud aj.
7284	Stroje speciálně řešené pro určitá průmyslová odvětví
72841	Stroje k vyrobe elektrickych nebo elektronickych lamp
72842	Stroje ke zpracovani kaucuku nebo plastickych hmot
72843	Stroje k uprave, zpracovani tabaku, j.n.
72844	Lisy k vyrobe desek, ost. stroje na zpracovani dreva
72846	Stroje ke zpracovani kovu (vc.navijecek elektr.dratu)
72847	Stroje k izotopicke separaci a jejich dily, j.n.
72849	Stroje s individualni funkci, j.n.
7285	Díly ke strojům pro určitá průmyslová odvětví
72851	Dily stroju k vyrobe elektrickych ap. lamp, trubic aj
72852	Dily stroju k zpracovani kaucuku, plastickych hmot
72853	Dily stroju k uprave a zpracovani tabaku
72855	Dily, j.n., stroju extrakce tuku ap., zpracovani kovu
73	Kovozpracující stroje
731	Stroje kovoobráběcí třískové
7311	Obráběcí stroje k obrábění úběrem
73111	Obrabeci stroje k obrabeni laserovymi aj. paprsky
73112	Obrabeci stroje k obrabeni ultrazvukem
73113	Obrabeci stroje k obrabeni elektrickym vybojem
73114	Obrabeci stroje k obrabeni elektromech. postupem ap.
7312	Obráběcí centra, jednoúčelové a kombinované stroje
73121	Obrabeci centra
73122	Jednoucelove stroje
73123	Kombinovane postupove stroje
7313	Soustruhy k úběru kovu
73131	Horizontalni soustruhy, cislicove rizene
73135	Ostatni soustruhy, cislicove rizene
73137	Ostatni horizontalni soustruhy
73139	Soustruhy, j.n.
7314	Obráběcí stroje k vrtaní a vyvrtávání
73141	Stroje s pohyblivou (vymennou) hlavou
73142	Ostatni vrtacky, cislicove rizene
73143	Vrtacky, j.n.
73144	Ostatni vyvrtavacky-frezky, cislicove rizene
73145	Vyvrtavacky-frezky, j.n.
73146	Ostatni vyvrtavacky
7315	Obráběcí stroje k frézování, řezání závitů
73151	Konzolove frezy, cislicove rizene
73152	Ostatni konzolove frezy
73153	Ostatni frezy, cislicove rizene
73154	Frezy, j.n.
73157	Ostatni stroje k rezani zavitu, vnitrnich zavitu
7316	Kovoobráběcí stroje k odjehlování, broušeni apod.
73161	Obrabeci stroje na povrchove upravy, cislicove rizene
73162	Cislicove nerizene obrabeci stroje na povrch. upravy
73163	Ostatni brusky, cislicove rizene
73164	Brusky, j.n.
73165	Ostricky (ostreni nastroju, frez), cislicove rizene
73166	Ostatni ostricky (ostreni nastroju, frez)
73167	Honovaci, lapovaci stroje
73169	Obrabeci stroje k odjehlovani, lesteni ap. kovu aj.
7317	Kovoobráběcí stroje k hoblování, tváření, apod.
73171	Tvareci, drazkovaci stroje
73173	Protahovaci stroje
73175	Stroje k obrabeni, brouseni ap. ozubenych kol
73177	Rezacky
73179	Obrabeci stroje pracujici s ubiranim kovu ap., j.n.
733	Stroje kovoobráběcí beztřískové
7331	Obráběcí stroje beztřískové (vč.lisů)
73311	Stroje na kovani, liti pod tlakem (vc. lisu), buchary
73312	Stroje na ohybani, prekladani ap., cislicove rizene
73313	Stroje na ohybani, prekladani ap., cislicove nerizene
73314	Strihaci stroje (vc. lisu), cislicove rizene
73315	Strihaci stroje (vc. lisu), cislicove nerizene
73316	Derovaci, drazkovaci stroje, cislicove rizene
73317	Derovaci, drazkovaci stroje, j.n.
73318	Lisy ke zpracovani kovu, karbidu kovu, j.n.
7339	Jiné obráběcí stroje ke zpracování kovů, cermentů ap.
73391	Tazne stolice na tyce, trubky, profily, drat apod.
73393	Valcovacky zavitu
73395	Stroje ke zpracovani dratu
73399	Obrabeci stroje ke zpracovani kovu, cermentu ap. j.n.
735	Díly jn. a příslušenství ke strojům kovoobráběcím
7351	Pracovní držáky, samočinné závitořezné hlavy
73511	Drzaky nastroju, samocinne zavitorezne hlavy
73513	Pracovni drzaky
73515	Delici hlavy, ost. specialni pridavna zarizeni
7359	Díly,j.n. a spec. přídavná zaříz. k obráběcím strojům
73591	Dily, spec. zarizeni pro kovoobrabeci stroje triskove
73595	Dily, spec. zarizeni stroju kovoobrab. beztriskovych
737	Zaříz. strojní ke zpracování kovů (ne stroje obráběcí)
7371	Konvertory, pánve, kokily pro ingoty a licí stroje
73711	Konvertory, kokily pro ingoty, panve
73712	Lici stroje
73719	Dily konvertoru, kokil, licich stroju
7372	Válcovny kovu a válce a jejich díly
73721	Valcovny kovu
73729	Valce, ostatni dily valcoven kovu
7373	Stroje a zařízení pro pájení a sváření
73731	Pajedla, pistolova pajedla
73732	Ostatni stroje, pristroje k tvrdemu pajeni a pajeni
73733	Stroje, pristr. pro odporove svarovani kovu, automat.
73734	Ostatni stroje, pristroje pro odporove svarovani kovu
73735	Stroje, pristr. k obloukovemu svarovani kovu automat.
73736	Ost. stroje, pristroje k obloukovemu svarovani kovu
73737	Ostatni stroje, zarizeni pro pajeni a svarovani
73739	Dily stroju, pristroju pro pajeni a svarovani
7374	Stroje, přístroje pro pájení, svařování, díly, j.n.
73741	Rucni pistaly
73742	Ostatni stroje, zarizeni na pajeni, svarovani na plyn
73743	Ostatni stroje, pristroje na pajeni, svarovani, j.n.
73749	Dily pro stroje, pristroje na pajeni, svarovani
74	Stroje a zařízení všeobecně užívané v průmyslu, j.n.
741	Zařízení k ohřevu a chlazení a jejich díly jn.
7412	Pecní hořáky, mechanická zauhlovací zařízení ap. j.n.
74121	Pecni horaky na kapalna paliva
74123	Ostatni pecni horaky (vc. kombinovanych)
74125	Mechanicka zauhlovaci zarizeni, mechanicke rosty ap.
74128	Dily horaku, mechanickych zauhl. zarizeni, rostu ap.
7413	Průmyslové pece a laboratorní pícky, atd., vč. dílů
74131	Pece, picky s odporovym ohrevem
74132	Indukcni, dielektricke pece, picky
74133	Ostatni pece, picky
74134	Ostatni indukcni, dielektricka topna zarizeni
74135	Dily peci, picek s odporovym ohrevem, indukcnich aj.
74136	Pece, picky k prazeni, taveni ap. rud, pyritu, kovu
74137	Pekarske pece (vc. peci na peceni sucharu)
74138	Ostatni pece, picky (vc. spalovacich peci)
74139	Dily k pecim, pickam k prazeni ap. rud aj., pekarskym
7414	Chladničky, mrazničky apod. k průmyslovým účelům
74143	Chladici, mrazici pulty, skrine, vystavni skrine ap.
74145	Ostatni chladici, mrazici zarizeni, tepelna cerpadla
74149	Dily k chladnickam, mraznickam ap. zarizeni
7415	Klimatizační zařízení
74151	Klimatizacni zarizeni okenni, nastenna s vl. pohonem
74155	Ostatni klimatizacni zarizeni
74159	Dily ke klimatizacnim zarizenim
7417	Generátory plynu, výměníky tepla apod. zařízení
74171	Prumyslove generatory plynu, vodniho plynu apod.
74172	Dily k prumyslovym generatorum plynu, vodniho plynu
74173	Destilacni, rektifikacni zarizeni
74174	Vymeniky tepla
74175	Zarizeni ke zkapalnovani vzduchu, plynu
7418	Ost.prům. zařízení ke zprac. materialů změnou teploty
74181	Prutokove plynove ohrivace vody
74182	Ost. prutokove, zasobnikove ohrivace vody, neelektr.
74183	Lekarske, chirurgicke, laboratorni sterilizatory
74184	Susicky zemedelskych produktu
74185	Susicky na potraviny, bunicinu, papir, lepenku
74186	Susicky, j.n.
74187	Stroje na vyrobu horkych napoju, vareni ap. potravin
74189	Ost. stroje ke zpracovani materialu zmenou teploty
7419	Díly ke strojům zařazených ve skupinách 741.7 a 741.8
742	Čerpadla a dopravníky na kapaliny a jejich díly
7421	Čerpadla k vybavení měřícími přístroji
74211	Cerpadla k davkovani paliva, maziva s mericimi prist.
74219	Ostatni cerpadla s mericimi pristroji
7422	Čerpadla paliv, maziv pro pístové motory
7423	Čerpadla na beton
7424	Objemová čerpadla s vratným pohybem, j.n.
7425	Rotační objemová čerpadla, j.n.
7426	Odstředivá čerpadla, j.n.
7427	Čerpadla na kapaliny, j.n., a dopravníky kapalin
74271	Cerpadla na kapaliny, j.n.
74275	Dopravniky kapalin
7429	Díly k čerpadlům a dopravníkům kapalin
74291	Dily k cerpadlum
74295	Dily k dopravnikum kapalin
743	Čerpadla (ne na kapaliny), kompresory, ventilátory ap.
